Brand,Description,EndingInventoryUnits,UnsoldCapital
26058,Matua Rose Wine,19,284.81
26061,Centonze Frappato Rosso Sici,135,1753.65
26062,Torres Garnacha 5G,90,899.1
26063,Columbia Crest Red Grand Est,243,2427.57
26066,Bell'Agio Rosso Dolce,860,9451.4
26075,Intrinsic Cab Svgn,0,0.0
26076,Earthshaker Svgn Bl/Semillon,130,1428.7
26077,Ninety+Cellars Lot 129 Znfdl,5,54.95
26078,Locations CA Red,4,95.96
26080,Nickel & Nickel Stiling Vyd,4,187.96
26081,Nickel & Nickel Merlot Harri,9,566.91
26082,Casal Garcia Duoro Red,7,55.93
26084,Gravel Bar Cab Svgn Columbia,22,417.78
26085,Skyfall Cab Svgn,28,531.7199999999999
26087,Ravage Knight Fall Dark Red,161,1930.39
26088,R Mondavi Maestro Red Napa V,183,9148.17
26091,Pacific Rim Rsl,867,7794.33
26092,Blackstone Merlot Cal,1960,15660.4
26098,Champy Brut Sonoma Cnty,129,1740.21
26102,Finca El Origen Rsva Malbec,12,155.88
26104,Spottswoode Cab Svgn Napa,39,6824.610000000001
26105,Spottswoode Svgn Bl Napa Vly,52,1871.48
26134,Clos du Bois Znfdl Sonoma,453,4072.4700000000003
26142,Finca Valpiedra Rsv Rioja 08,44,1583.5600000000002
26143,R Mondavi Pvt Sel Svgn Bl,2036,18303.64
26145,Finca Montepedroso Verdejo,83,1244.17
26153,Paul Dolan Svgn Bl 14 Potter,351,3506.4900000000002
26156,Pino Pnt Nr Oregon,24,479.76
26160,Eagle Glen Cab Svgn Napa Vly,7,153.92999999999998
26163,Lindemans Cawarra Shiraz/Cab,94,1268.06
26166,Black Stallion Est Svgn B 15,342,5126.58
26167,KJ Jackson Est Cab Svgn Alex,12,299.88
26175,Tom Gore Svgn Bl,417,5416.83
26181,Jaume Serra Cristalino Brut,4029,32030.55
26183,Schucks North Cst Chard,23,344.77
26186,Binyamina Chard,48,623.52
26187,Binyamina Cab Svgn,49,636.51
26197,American Thread Pnt Nr,252,3525.48
26198,Chronic Cellars Pink Pedals,131,2356.6899999999996
26199,Chronic Cellars Eunice X,106,1906.9399999999998
26201,Our Daily Chard,461,2669.19
26203,Jas Des Vignes 15 Rose,24,359.76
26204,Dom de La Foret 15 Rose,11,164.89000000000001
26205,Memoires 15 Rose,24,359.76
26219,Gloria Ferrer Carneros Chard,87,1478.1299999999999
26222,Jarvis Cab Svgn Rsv Napa,12,2519.88
26223,Jarvis Chard Finch Hollow Un,17,1869.83
26224,Jarvis Chard Estate Napa,10,599.9
26225,Jarvis Cab Svgn Napa,16,2079.84
26227,Jarvis Lake William Red Napa,22,3079.78
26233,Varner Chard El Camino,116,2898.8399999999997
26234,Varner Pnt Nr Los Alamos,115,2873.85
26235,Margaret's Chard,19,227.81
26236,Marques de Caceres Rose,1807,16244.93
26238,Margaret's Cab Svgn,12,143.88
26239,Sokol Blosser Rose of Pnt Nr,35,664.65
26240,Pomelo Rose,6,71.94
26242,La Fleur d'Amelie Brdx Rose,10,129.9
26243,A Proper Pink,24,311.76
26246,Emphasis-Ktima Pavlidis-Syrh,6,221.94
26247,Roederer Brut Premier,96,4799.04
26248,Roederer Cristal,336,67196.64
26250,Roederer Est Brut,583,11654.169999999998
26253,Harlaftis Chard,12,203.88
26254,Kalogeri Papagiannakos Cab S,6,125.94
26256,Ornellaia Poggio Alle Gaz 14,18,1079.82
26257,Luce Brunello Montalcino 11,6,623.9399999999999
26258,Ornellaia Bolgheri 13,60,11999.400000000001
26259,CastelGiocondo 11 Brun Montl,70,4619.299999999999
26260,Luce Della Vite Toscana,75,7499.249999999999
26266,The Divining Rod Pinot Noir,130,2208.7
26268,Tasca Grillo Cavallo DOC,180,2878.2000000000003
26269,Dom Anderson Chard,24,959.76
26273,Field Stone Cab Svgn Alexand,47,892.53
26274,Finca Alcayate Malbec 14,125,1311.25
26275,Fathom Merlot 13,998,12964.02
26277,Popcorn Chard,360,3056.4
26278,Freixenet Cordon Negro,47,563.53
26280,Chalone Estate Grown Chard,1848,29549.52
26281,Guigal Gigondas,64,1919.3599999999997
26283,Benton-Lane Est Pnt Nr Willm,47,610.53
26285,Moet & Chandon Imperial,427,29885.729999999996
26287,DeWetshof Bon Vallon Chard,12,227.88
26288,Spy Valley Rose,41,778.5899999999999
26290,Pratsch Organic Rose,13,194.87
26291,1000 Stories Znfdl,153,2446.47
26298,Mont Gravet Rose,21,272.79
26300,Brooks Rsl Willamette,23,459.77
26302,Brooks Janus Pnt Nr,29,956.7100000000002
26303,Brooks Pnt Nr Willamette,16,399.84
26314,OTWC Pnt Nr Willamete Vly,17,339.83
26315,Primarius Pnt Nr,145,2753.55
26317,House Wine Chard,190,3418.1
26318,House Wine Cab Svgn,326,5864.74
26319,Steak House Cab Svgn,250,2497.5
26320,Ghost Block Cab Svgn Sngl Vy,10,949.8999999999999
26328,Cristom Vyds Viognier Estate,16,447.84
26329,Cristom Pnt Nr Sommers Rsv,2,77.98
26330,Cristom Pnt Nr Mt Jeffrson C,344,10316.56
26331,Cristom Estate Pnt Gr Eola A,17,322.83
26335,Beran Znfdl Sonoma Cty,15,449.84999999999997
26336,Canella Rose Brut,36,197.64000000000001
26339,Ch Castel Maures 15 Rose Cuv,30,449.70000000000005
26340,Avancia 15 Cuvee Rose Mencia,187,3177.1299999999997
26341,Balletto 15 Rose Pnt Nr RRV,159,2701.41
26342,Ch Vincens 15 L'Instant M Rs,89,1156.1100000000001
26344,A to Z Rsl,0,0.0
26345,A to Z Rose,13,220.86999999999998
26347,Charles & Charles Riesling,16,223.84
26348,Walt Pnt Nr Shea Vineyard,38,2659.62
26349,Walt Gap's Crown Pnt Nr,14,979.8599999999999
26352,Armas de Guerra Rosado Mncia,68,951.32
26353,Lago Rose,77,1000.23
26354,Le Cengle CdProvence Rose,5,64.95
26355,Bleu de Mer Rose,29,376.71000000000004
26356,Le Val Grenache Rose,78,857.22
26357,Storypoint Cab Svgn,53,529.47
26358,Prophecy Pnt Grigio,830,6631.7
26361,Prophecy Red Blend,181,722.19
26363,E&J Gallo Vyds Sweet Peach,996,4970.040000000001
26372,Anselmi San Vincenzo,522,3126.78
26374,Orin Swift Papillon Red,18,1133.82
26376,Orin Swift Palermo Cab Svgn,14,587.86
26377,D66 Grenache Catalanes,239,8840.61
26378,Fragile Rose VDP Catalanes,41,737.5899999999999
26379,Orin Swift Machete Red,3,137.97
26380,Orin Swift Abstract Red,28,895.7199999999999
26382,Gordo Monastrell & Cab Svgn,43,730.5699999999999
26383,Buehler Chard RRV,3708,44458.92
26388,Ch Puybarbe Cd Bourg Merlot,4,71.96
26390,Pepperwood Grove Cab Svgn,284,2269.1600000000003
26391,Pepperwood Grove Chard,361,2884.3900000000003
26392,Pepperwood Grove Pnt Nr,401,3203.9900000000002
26394,Trapiche Cab Svgn,171,1024.29
26395,Trapiche Cab Svgn Oak Cask,568,5106.32
26396,Trapiche Chard,12,71.88
26399,Trapiche Malbec Mendoza Oak,1452,11601.48
26402,Franciscan Est Rsv Merlot NV,5,229.95000000000002
26403,Mouton Cadet Ryder Cup Red B,696,6953.04
26404,Wild Horse Cheval Sauvage Ch,44,1759.5600000000002
26405,Simi Dry Rose Sonoma Cnty,24,311.76
26419,Roscato Rosso,222,774.7800000000001
26420,Villa Russiz Pnt Grigio,47,1174.53
26421,Villa Russiz Les Enfants Bia,91,1910.09
26422,Royal Tokaji Szt Tamas,9,1160.91
26423,Arnaldo Caprai Grecante Grec,35,664.65
26426,Pommery Brut Royale,849,25461.51
26427,Latour Pouilly Fuisse,471,10357.289999999999
26428,Latour Macon Village Chamery,377,5274.2300000000005
26429,Bollinger Brut Special Cuve,180,13498.199999999999
26431,Harken Chard,435,6085.65
26434,Ch Gassier Pas du Moine Vict,37,850.63
26435,Savory & James Fino Sherry,233,2327.67
26436,Savory & James Amontillado,46,459.54
26437,Ch le Borderon Haut-Medoc,160,3038.3999999999996
26442,Fortant Heritage Lang Rouge,1015,16229.85
26443,Latour Grand Ardeche Chard,509,7629.91
26445,F Boschendal Rose Garden,32,415.68
26450,Pere Anselme CDR Rose,108,1294.92
26456,Ravenswood Vntnrs Blnd Chard,2397,19152.03
26458,Groppello CaMaiol Red,32,511.68
26460,Golan Heights Yarden Cab Svg,115,4023.8500000000004
26461,Golan Heights Yarden Chard,92,2115.08
26462,Ravenswood Znfdl Sonoma,870,14781.3
26463,Ravenswood Vints Blend Znfdl,2005,16019.95
26464,Golan Heights Yarden Svgn Bl,130,2468.7
26473,Ch Moulin Canon Fronsac,88,1935.12
26478,Neveu Sancerre Cd Embouffant,74,1405.26
26479,Ch Haut Lariveau Fronsac,70,2099.2999999999997
26484,Apaltagua Rose Carmenere,20,219.8
26485,Vivanco Rose,17,203.83
26491,Ch Paradis Rose Cotes D Prov,50,649.5
26492,Chene Bleu Rose,7,209.93
26493,Mas la Chevaliere Rose,1,12.99
26495,Buglioni Disperato Bianco,126,2392.74
26496,Gosset Excellence Brut,199,7958.01
26497,Ch Ste Michelle Canoe Rdg Me,172,3094.2799999999997
26498,Gosset Grand Rose Brut,20,1659.7999999999997
26499,Ch Gassier Espirit CdProvenc,24,431.76
26500,Clau de Nell Anjou Cab Franc,24,1151.76
26501,Rodney Strong Knotty Vn Znfl,1059,16933.41
26502,Laroche Chablis St Martin,152,3342.48
26503,Leflaive Macon Verze,41,1475.59
26510,Castorani Rose Ceraslo D'Abr,27,404.73
26514,Villa Jolanda Prosecco,72,2087.2799999999997
26515,West Side Wine Co Cab Svgn,16,255.84
26516,West Side Wine Co Chard,12,191.88
26517,Altocedro Finca Tanos Malbec,18,305.82
26518,Solimar Vinho Verde Branco,183,1279.17
26530,Corbett Canyon Merlot,554,4980.46
26534,Lazzaroni Dry Marsala,176,1582.24
26535,Lazzaroni Sweet Marsala,166,1492.34
26538,Gruet Sauvage Bl de Bl,329,5918.709999999999
26551,C R Clrs Fortissimo Red,273,6003.2699999999995
26557,King Est Pnt Gris Ore,1264,24003.359999999997
26558,King Est Pnt Nr Ore,835,22536.649999999998
26560,Castello di Bossi Chianti Cl,176,2814.24
26561,Zardetto Private Cuvee Glara,46,505.54
26562,Zardetto Private Cuvee Glara,46,183.54000000000002
26567,Ninety+Cellars Lot 130 Chard,22,307.78000000000003
26568,Ninety+Cellars Lot 131 PN RV,15,269.84999999999997
26569,Ninety+Cellars Lot 132 Rose,19,227.81
26570,Schlosskellerei Gobelsbrg Rs,12,191.88
26571,Juniper Estate Cab Svgn,345,13796.550000000001
26580,Sullivan Toile Cab Svgn Napa,1548,34040.52
26583,Billecart-Salmon Brut 02 N F,36,6695.64
26586,Elk Cove Goodrich Pnt Nr,14,629.86
26591,Ninety+Cellars Lot 50 Prosec,23,252.77
26592,Broadside Margarita 13 Cab S,158,3158.4199999999996
26594,Felton Road Pnt Nr Calvert,29,2000.7099999999998
26596,Felton Road Chard Bannockbrn,33,1451.67
26606,Loredona Moscato Monterey,1281,7673.1900000000005
26611,Pull Eighty Pnt Nr,26,571.74
26615,Turning Leaf RSV Cab Svgn,31,185.69
26620,Dom Paul Cherrier Sanc Rose,152,3038.48
26621,Ghostwriter Cab Svgn Bates,24,1379.76
26625,Maz Caz Rose,33,527.6700000000001
26627,Maz Caz Blanc,30,479.7
26631,Vignaioli Casdoni Barolo,63,2267.37
26632,R Mondavi Pvt Sel Znfdl,189,1699.11
26645,Darting Rsl Kab,70,1189.3
26646,Guenoc Petite Sirah N Cst,124,1858.76
26652,Arrowood Sonoma Est Cab Svgn,12,203.88
26654,CP Vini Salice Salentino Rsv,24,383.76
26655,Castignano Marche Sangiovese,35,472.15
26666,C K Mondavi Merlot,8,63.92
26670,Gerard Bertrand Kosmos Rouge,133,2924.67
26671,Catena Zapata 3pk 09-10-11 R,5,1799.95
26672,Tridente Tempranillo Castila,300,2847.0
26674,Lady Lola Pnt Grigio Del Ven,12,179.88
26677,Feudi D San Gregorio Serpico,42,1259.58
26678,Fontanafredda Barolo Serralu,97,1454.0300000000002
26679,Mazzel Castello Fonterutoli,399,3986.0099999999998
26680,S A Prum Luminance Rsl Mosel,204,1629.96
26682,Feudi d San Gregorio Patrimo,43,2149.57
26683,Heritance Svgn Bl,338,3038.62
26684,Mark West Pnt Grigio CA,706,7052.9400000000005
26685,Ch Fuisse Pouilly Le Clos 14,75,4274.25
26686,Dom Faiveley Chamber 14 Beze,6,1763.94
26687,Dom Faiveley Nuits Porets 14,30,2309.7
26688,Dom Faiveley 14 St George AC,70,3429.3
26689,Faiveley Gevrey Chmbtn AC 14,74,3625.26
26690,Dom Faiveley Mercry Rouge 14,72,1799.28
26691,Dom Faiveley Corton-Charl 14,12,2579.88
26692,Faiveley Meursault  4 Blagny,23,1448.77
26693,Dom Billaud Simon Chablis 14,101,2725.99
26694,Dom Ch Moreau Chablis 14 Cls,11,846.89
26695,Dom Ch Moreau Chablis 14 Val,88,2991.12
26696,O Leflaive Rully 14 Le Cloux,55,1594.45
26697,O Leflaive Ch-Mnt 14 St Marc,41,2869.5899999999997
26699,JJ Vincent Bourgogne Blnc 14,107,2031.9299999999998
26701,O Leflaive Bourgne Setill 14,39,896.6099999999999
26705,Mazzei Castello Font Gr Slzn,12,575.88
26706,Feudi Di San Gregorio Tauras,13,324.87
26707,Faustino Gr Rsva Rioja,10,249.9
26708,Monte del Fra Amarone Valpol,376,15600.240000000002
26709,Fontanafredda Arneis Langhe,56,503.44
26713,Victor Hugo Les Mis Rose,23,356.27
26716,Arpa Brunello di Montalcino,310,9916.9
26717,Arpa Pnt Grigio,295,2947.05
26728,Santi Infinito Rose 14,283,4242.17
26730,Hecht & Bannier Langudc Rose,98,1469.02
26732,Bonterra Cab Svgn Organic,2706,35150.94
26735,It's a Headsnapper Prosecco,10,79.9
26739,Chalk Hill Chard RRV,208,8317.92
26740,Carpineto Rosso Toscano,12,101.88
26742,Bridlewood Viognier,1103,15430.97
26744,Santa Lucia Sangvs Monte Ant,1230,14747.7
26754,Dom Faiveley Mercurey 14 Bl,87,2348.13
26755,Franzia Chianti Tap,261,4695.389999999999
26756,A Innocenti Nonni Cab Svgn,12,155.88
26760,Maal Biutifil Malbec,1,15.99
26762,Chalk Hill Pnt Nr Sonoma Cst,1959,29365.41
26763,Marcarini Nebb Langhe Lasarn,55,1044.4499999999998
26764,Kay Brothers Hillside Shiraz,18,1061.82
26766,Neyers Vineyard Left Bank Rd,23,689.77
26767,Elk Cove Clay Court Pnt Nr,20,899.8000000000001
26768,Fire & Flood The Fire Pnt Nr,61,3049.3900000000003
26769,Fire & Flood The Flood Pnt N,33,1649.67
26770,Cignale Colli Toscana Cntrl,20,1319.8
26771,Conterno Fantino Rosso Langh,62,3037.38
26772,Einaudi Barolo Terlo,40,2319.6
26774,El Coto Blanco Rioja,354,4244.46
26779,Stonehedge Cab Svgn Cal,235,2582.65
26781,Mer Soliel Reserve Chard SB,10,169.89999999999998
26787,Moet & Chandon Imperial,546,5727.54
26802,L Aubry Fils Rose Brut 1 Cru,46,2437.54
26803,Gaston Chiquet Special Club,1,68.99
26804,L Aubry Fils Brut 1er Cru,60,2399.4
26811,Canyon Road Merlot Cal,103,493.37
26812,Louis Latour 14 Beaune Bl AC,144,4318.5599999999995
26813,Simonnet-Febvre 14 Chablis,161,4023.39
26814,Simonnet-Febvre 14 Chablis,293,4978.07
26815,Louis Latour 14 Chass-Mont B,74,4809.259999999999
26816,Louis Latour 12 Beaune Vigne,80,5599.2
26817,Ravenswood Vntrs Blnd Merlot,1497,11961.03
26818,Ravenswood Znfdl Napa,553,9395.47
26820,Teruzzi Vernaccia Terre Tufi,93,743.07
26821,Estancia Merlot Central Cst,1119,11178.81
26826,Pellegrino Marsala Sweet,19,227.81
26827,Cavit Merlot Trentino,724,7232.76
26833,Clemento VII Toscano,90,1799.1
26834,Melsheimer Handwerk Mosel Rs,101,1311.99
26835,Lagler Gr Velt Smaragd Stein,35,629.65
26836,Lagler Rsl Smaragd Elmerberg,36,791.6399999999999
26837,Landhaus Mayer Zweig Burgenl,59,707.4100000000001
26838,St Hilaire Cr de Limoux Rose,24,359.76
26839,Bon Affair Svgn Bl Spritzer,0,0.0
26840,Josh Cellars Cab Svgn Paso R,15,254.84999999999997
26844,Blue Current Junmai Ginjo,100,1898.9999999999998
26845,Stillman St Chard,13,168.87
26846,Josh Cellars Craftsman Chard,13,168.87
26847,Josh Cellars Craftsman Cab S,4,55.96
26848,Speri Amarone Del Valpoicela,6,449.93999999999994
26849,Seven Daughters Pnt Nr 4 Pk,239,3582.61
26850,Seven Daughters Moscato 4 Pk,43,644.57
26851,Eric Kent Stiling Vyd Pnt Nr,90,4499.1
26852,Eric Kent Sascha Marie Pnt N,106,5298.94
26853,Eric Kent Cuvee Renee Svgn B,68,2039.32
26854,Eric Kent Green Acres Chard,108,4750.92
26860,Lagar Da Condesa Albarino,63,1070.37
26861,Camigiliano Brunello Di Mont,7,279.93
26862,La Quintinye Rouge Vermouth,16,255.84
26864,La Quintinye Blanc Vermouth,29,463.71000000000004
26865,Thunevin Calvet Constance Bl,265,3972.35
26866,Thunevin Calvet L'Amourette,82,1475.1799999999998
26867,Roger Didier Raimbault Sance,30,899.6999999999999
26868,Olivier Chanzy Nuits St Geor,34,2039.6599999999999
26869,Olivier Chanzy Les Morgeots,14,1483.86
26870,Olivier Chanzy Meursault,67,4019.33
26871,Dom Dionysos Charline CdR Bl,17,305.8299999999999
26872,Dom Fond Croze Serre CdR Bl,36,539.6400000000001
26882,Trinchero BRV Cab Svgn Napa,7,559.93
26883,DBR Legende Brdx Rouge,186,2788.14
26885,Jolivet Sancerre,358,7156.42
26886,Jolivet Pouilly Fume Pascal,49,1077.51
26889,Jaboulet Crozes Hermitage L,70,1679.2999999999997
26890,Davis Bynum River West Chard,367,4767.33
26891,Predator Cab Svgn,417,6250.83
26892,Leyda Pnt Nr Leyda Vly,159,1556.61
26896,19 Crimes Warden Red,20,499.79999999999995
26913,Boen Pnt Nr RRV,34,1019.66
26935,Ramos Pinto Fine Ruby Red P,13,194.87
26939,Ramos Pinto 10-Yr Tawny Red,38,1519.6200000000001
26943,Jordan Cab Svgn Alex Valley,18,899.8199999999999
26944,Jordan Chard Sonoma,32,1023.68
26945,Ferrari-Carano Fume Bl,2714,27112.86
26947,Ferrari-Carano Merlot,303,6056.97
26948,Ferrari-Carano Chard,3981,75599.18999999999
26949,Sonoma-Cutrer Chard RRV,1120,25748.8
26966,De Loach Cab Svgn Cal,789,7882.110000000001
26983,Almaviva Rothschild & CyToro,54,5399.46
26985,Pierre Andre Bourgogne Chard,223,3788.7699999999995
26990,Colavita Pinot Grigio,3,14.97
26992,Pierre Andre Gevry-Chambertn,129,5932.71
26994,Frank Family Vyds Chard,151,5434.490000000001
26995,Frank Family Vyds Cab Svgn,86,4815.14
26996,Bleu de Mer Blanc,608,7289.92
26997,Graffigna Gr Rsv Malbec,5,89.94999999999999
27005,Ghost Block Est Cab Svgn,37,2219.63
27009,Bouchard Aine & Fils B Chard,484,8223.16
27010,J Moreau & Fils Chablis,514,12330.859999999999
27011,Bouchard Aine & Fils Mersult,48,2687.52
27012,Bouchard Aine & Fils B Pnt N,397,6745.03
27013,Bouchard Aine & Fils Fixin,128,5118.72
27014,Jean-Claude Boisset Gev-Chmb,143,10008.57
27015,Dom la Vougeraie La Justice,38,3419.62
27016,Bouchard Aine & Fils Chard,486,5341.14
27017,Bouchard Aine & Fils Pnt Nr,359,3945.41
27027,Leyda Lot 21 Pnt Nr,42,1679.5800000000002
27031,Opus One 2013,204,54057.96
27033,Penfolds B28 Shiraz/Kalimna,0,0.0
27042,Luna di Luna Chard/Pnt Grigo,1127,11258.73
27051,Killibinbin Sneaky Shiraz,1044,15649.56
27053,Ponte Vinho Verde Rose,15,149.85
27056,Klinker Brick Cab Svgn Lodi,185,3143.1499999999996
27061,A Bichot Chablis Les Clos 14,26,1819.74
27062,A Bichot Chablis 14 Les Vauc,18,719.82
27063,A Bichot Montagny 1er Cru 14,18,593.82
27064,A Bichot Morey St Denis 14 S,10,729.9
27065,David Bruce Pnt Nr Sonoma,157,5179.43
27066,A Bichot Merc Champs Mart 14,18,719.82
27067,A Bichot Rochegres 14 Moulin,57,2621.43
27069,Medici Ermete Concerto Lmbrs,6,119.94
27071,Medici Ermete Solo Lambrusco,12,215.88
27083,Santa Margherita Rose Brut,230,4597.7
27091,Reverdy Sancerre Blanc,44,1187.56
27092,Feast Agiorgitiko,6,71.94
27093,Feast Moschofilero,11,131.89000000000001
27094,Corvo Terrae Dei Nero d'Avol,210,1677.9
27095,Bertani Villa Arvedi Amarone,57,1709.4299999999998
27097,Vieux Telegraphe Chtnf Pape,143,10723.57
27098,Grattamacco Bolgheri Rosso,165,16498.35
27100,La Maialina Gilfredo Verment,50,649.5
27103,Apothic Inferno,2,25.98
27105,Lan Rioja 2011 Ltd Edition,70,3149.3
27106,Lavau 13 Red Rhone Gigondas,77,1924.23
27111,Masi Amarone Costasera Valp,140,8398.6
27121,Alessio Bianco Vermouth,6,167.94
27123,Alessio Chinato Vermouth,6,191.94
27124,Winemakers Secret Barrel Red,554,6642.46
27131,Santi Amarone Proemio 06,8,399.92
27132,Luigi Bosca Malbec 13,2,37.98
27133,Fattoire Dei Barbi 08 T Monl,13,935.8699999999999
27134,Ca'Bianca Chersi Barbera 12,58,1159.42
27135,Le Ragose Valpo Clsco 09,18,287.82
27136,Hugel Alsace Rsl 10 Grs Laue,10,669.9
27137,P Jolivet Ply Fume 14 Griott,21,503.78999999999996
27138,Korbel Brut,53,847.47
27139,Hecht & Bannier Bandol 11 Re,51,1376.49
27140,Coto de Imaz Red Gr Rsva 08,30,719.7
27141,El Coto Real Rioja Rsva  10,23,781.77
27142,Starmont Chard Carneros,1381,16558.19
27143,Bouchaine Chard Carneros,1527,27470.729999999996
27144,Bouchaine Pnt Nr Carneros,1559,28046.409999999996
27145,Schmitt Sohne QbA,1079,10779.210000000001
27146,Codice Sierra Cantabria Red,285,2847.15
27157,Ch Graves Rabion St Emilion,599,8979.01
27158,Ch Lamonthe St Germain Brdx,488,5363.12
27159,Ch du Moulin Entre-Deux-Mers,879,9660.210000000001
27160,Vieux Telegraphe Chtnf Bl,10,679.9
27161,El Pundito 06 Gr Rsva Rioja,78,4679.22
27162,Vatan 13 Tinta de Toro,76,3039.2400000000002
27163,Rio Madre 14 Rioja Tempranlo,376,4132.24
27164,Guillaume Vrignaud Chabls AC,143,3859.5699999999997
27165,Jean-Paul & Benoit Droin 14,47,1033.53
27166,Dom Giraud 14 CdR Rouge,94,1785.06
27167,Dom De La Janasse 13 Ch Pape,87,5219.130000000001
27168,Finca Villacreces Pruno Ribe,21,398.78999999999996
27169,Mas Doix 12 Salanques Priora,24,839.76
27170,Damilano 11 Brunate Barolo,14,839.86
27171,Gagliole 13 Rubiolo Chianti,127,2030.73
27172,Pecchenino Siri d'Jermu D,82,1557.1799999999998
27173,LeSalette 12 Amarone Valpo,78,4445.22
27176,Peter Vella Delicious Red B/,153,2293.4700000000003
27178,Ridge Monte Bello Chard,27,1835.73
27180,Sensi 18K Moscato Rose,185,3328.1499999999996
27191,Trefethen Rsv Cab Svgn,15,1619.85
27192,DeLoach Est Vyd Chard,33,1550.67
27193,Trefethen Dragon's Tooth Red,140,7558.6
27194,Buena Vista Champagne Vctoir,74,3699.26
27195,JCB No 69 Sparkling Rose,148,2958.52
27196,Buena Vista Cab Svgn Sonoma,119,3092.8099999999995
27197,DeLoach Est Vyd Pnt Nr,31,1766.69
27198,Buena Vista Ch Napa Vly Cab,19,854.81
27201,DeLoach OFS Chard,1373,27446.269999999997
27202,DeLoach Sonoma Cnty Chard,2294,22917.06
27203,DeLoach Ethans Vyd Znfdl,1164,15120.36
27206,Irony Black Monterey,1032,13405.68
27212,R Mondavi Cab Svgn Oakville,115,6323.85
27214,Poggio Antico 14 Rosso Monta,72,2447.28
27219,Poggio Antico 11 Brun Altero,108,8098.92
27220,Poggio Antico 10 Rsva BdMont,58,6669.419999999999
27221,Poggio Antico 11 Brunello Mn,50,2849.5
27233,Turning Leaf RSV Merlot Cal,538,3222.62
27235,Dom du Touch Gascogne White,12,65.88
27243,Stars Like Ours Rose,1317,13156.83
27250,Forestville Cab Svgn Cal,17,135.83
27255,D'Arry's Original Shrz/Grnch,900,15290.999999999998
27259,Cooper & Thief Cellarmasters,450,11245.5
27262,Aviary Cab Svgn,1017,18295.829999999998
27264,Red IQ,19,208.81
27267,Krupps The Water Witch Red,32,2271.68
27269,Krupps Bros Synchrony,12,1559.88
27273,Albatros Malbec Cahors,238,2377.62
27274,Jos Phelps Insignia 13,173,36328.270000000004
27275,Jos Phelps Insignia 13,9,3689.91
27276,Zaccagnini Rsl,398,3578.02
27279,Ch Canon St Emilion 07,42,3611.58
27284,Ch Giscours Margaux 07,7,419.93
27285,Ch Grand Puy-Lacst Pauilc 07,50,3699.4999999999995
27286,Ch Malartic-Lagraviere PL 07,22,1099.78
27287,Ch Rauzan-Segla Gr Cru 08 Ma,1,79.99
27288,Gemma di Luna Sprkl Moscato,365,4376.35
27289,Ch Plaisance Alix CdBrdx 12,292,4961.08
27290,Ch Pape Clement Pess-Leo 13,160,20798.4
27291,Waterbrook Chard Rsv Col Vly,496,9915.039999999999
